mapbox-id,sgi_id,name,min_lng,min_lat,max_lng,max_lat,slope_deg,aspect_deg
427,A54g-04,Scheuchzerhorn SE,8.19074271368707,46.54014487676824,8.203020558697991,46.546133881136846,25.49,111
428,A54g-06,Vord. Tierberg NE,8.229191801382653,46.550306000977685,8.238403355345406,46.553798414630606,33.38,8
429,A54g-07,Hindre Tierberg (Guttannen),8.214304159121596,46.54817337560195,8.228489300062831,46.55390116642449,29.42,360
430,A54g-08,Tierberggletscher (Guttannen),8.194116238350476,46.545498526902406,8.212352616879334,46.5531738827682,28.78,26
431,A54g-09,Scheuchzerhorn NE,8.188444296461155,46.54637055577662,8.193794420304146,46.54963762835141,38.13,333
432,A54g-10,Finsteraargletscher SW,8.171897109725515,46.54080639168938,8.18115745396062,46.54592305592738,39.23,324
433,A54g-11,Unteraargletscher,8.11279442816495,46.530565331838865,8.250199573026311,46.611319797286804,18.41,82
434,A54g-12,Nasse Strahlegg,8.136744336539063,46.55179573745262,8.139300927418425,46.55339492663935,42.1,42
435,A54g-13,Kl. Lauteraarhorn W,8.129116075824054,46.57664134237104,8.13149944274174,46.57862504518344,38.18,200
436,A54g-14,Kl. Lauteraarhorn SW,8.131335840412087,46.570626087879624,8.138391275373655,46.579406082479046,26.87,198
437,A54g-15,Kl. Lauteraarhorn S,8.137128546650784,46.56859588504077,8.142116702030787,46.57432058020646,31.09,185
438,A54g-16,Lauteraar-Rothoerner NW,8.146254971564623,46.56528337955274,8.151226374366042,46.57197041029416,29.94,173
439,A54g-17,Lauteraar-Rothoerner SE,8.154598023002542,46.56125366990434,8.156041745556026,46.562752838541186,29.52,228
440,A54g-18,Abschwunghorn,8.156415234438736,46.56121912562255,8.161820106890467,46.56554986823513,29.87,110
441,A54g-19,Östl. Ankebälliluecke W,8.148360696250597,46.600017019425465,8.155445436792343,46.605293169066464,28.36,176
442,A54g-20,Östl. Ankebälliluecke S,8.157995877430439,46.59816274884249,8.159771144591435,46.60154517042907,30.99,176
443,A54g-21,Hinder Triftgletscher E (Guttannen),8.192783155921942,46.58196654807537,8.198101563081009,46.58643751085824,25.46,156
444,A54g-24,Brandlamm-Licken,8.273288496204726,46.57685508659898,8.280798949857314,46.57880246473743,38.62,353
445,A54g-25,Bächligletscher,8.240170986838361,46.58233909990071,8.260850838708278,46.593059012484375,22.78,44
446,A54g-33,Roossehörner NE,8.218617316561684,46.52688817018424,8.221353979804789,46.52780102496978,35.8,3
447,A54g-34,Roossehörner N,8.210684650597297,46.52671257134735,8.213845158011708,46.52746862857351,37.8,0
448,A54g-45,Escherhorn,8.193229298930149,46.55588357687067,8.195279415776621,46.55715214509409,37.61,312
449,A54g-47,Finsteraargletscher NE,8.178684268833074,46.54172100465732,8.182583097400945,46.54632490800581,36.4,320
450,A54g-48,Studerhorn,8.154049264060514,46.53588722876132,8.156845364172105,46.53783026620854,44.85,350
451,A54g-49,Studergletscher,8.131644407316955,46.53447798457341,8.14053675813306,46.537193108265356,31.58,72
452,A54g-52,Lauteraargletscher,8.153191945601494,46.56599903434938,8.169831140526803,46.57421182356241,28.95,50
453,A54g-56,Ewigschneehorn S,8.167683560255975,46.59281250271212,8.170072475100719,46.595315787582514,31.99,179
454,A54g-57,Miselenegg,8.187504307138951,46.58148173118473,8.189804253123812,46.583447198106285,19.67,153
455,A54g-58,Hinder Triftgletscher zentral (Guttannen),8.200895853648962,46.58522559968764,8.203800903908956,46.586608034638765,31.0,159
456,A54g-59,Hinder Triftgletscher W (Guttannen),8.207850596962325,46.58216980083558,8.213136900694492,46.58613354817094,24.46,169
457,A54g-60,Vorder Triftgletscher (Guttannen),8.21681192781213,46.584060613665855,8.223495799093211,46.5860354838802,32.97,139
458,A54g-69,Brandlammhorn E,8.260009512641263,46.57827868080996,8.26952576926386,46.58152070514787,33.4,43
459,A54h-02,Alplistock W,8.277304467024006,46.59509509924211,8.28037553311406,46.597695559910136,38.55,348
460,A54h-03,Chlyne Diamantstock,8.268094524187799,46.59648941555355,8.273808223319875,46.59875866856739,29.77,21
461,A54h-04,Gruebengletscher,8.23783354918334,46.593352516324344,8.266687992299218,46.60464743900115,22.29,48
462,A54h-05,Golegg-Gletscher,8.248623189055616,46.61157112839396,8.257448148151353,46.6164458561039,22.37,143
463,A54h-06,Ärlengletscher N,8.254457316961258,46.6171676735496,8.261515814234368,46.623237122088,30.97,93
464,A54h-07,Wiissenbachgletscher E,8.261624206395481,46.627644011027535,8.27375371580556,46.634709827774444,27.3,91
465,A54h-08,Schaflägersteck,8.242056686611694,46.64867381976236,8.245663773263121,46.65142908114988,37.49,33
466,A54h-10,Ärlengletscher S,8.25681019837688,46.61491517250222,8.259194038506417,46.61704700587367,38.55,82
467,A54h-11,Wiissenbachgletscher W,8.264135715606463,46.63179714643399,8.265890698974317,46.63360806291722,39.95,100
468,A54h-12,,8.259458679272386,46.622581084408196,8.266269995392296,46.62708494081764,25.5,104
469,A54i-01,Hiendertelltihorn,8.228712634141978,46.60234075252814,8.23732904196088,46.60674327881727,28.2,337
470,A54i-02,Hiendertellti,8.218027746972322,46.585562240860895,8.241881386035654,46.601003905290625,23.1,345
